"observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species"
"Prochoerodes lineola","Prochoerodes lineola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Prochoerodes","Prochoerodes lineola"
"Catocala cara","Catocala cara","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala cara"
"Hypena humuli","Hypena humuli","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena humuli"
"Zanclognatha cruralis","Zanclognatha cruralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zanclognatha","Zanclognatha cruralis"
"Trichordestra legitima","Trichordestra legitima","species","Chenille rayée des jardins","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Trichordestra","Trichordestra legitima"
"Zophodia grossulariella","Zophodia convolutella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Zophodia","Zophodia convolutella"
"Hypsopygia thymetusalis","Hypsopygia thymetusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Hypsopygia","Hypsopygia thymetusalis"
"Macaria wauaria","Macaria wauaria","species","Damas cendré","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Speranza","Macaria wauaria"
"Paonias myops","Paonias myops","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Paonias","Paonias myops"
"Oidaematophorus mathewianus","Oidaematophorus mathewianus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Oidaematophorus","Oidaematophorus mathewianus"
"Scopula cacuminaria","Scopula cacuminaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula cacuminaria"
"Xestia dilucida","Xestia dilucida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia dilucida"
"Neoligia subjuncta","Neoligia subjuncta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Neoligia","Neoligia subjuncta"
"Orthonama obstipata","Orthonama obstipata","species","L'escortée, la phalène dimorphe","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Orthonama","Orthonama obstipata"
"Dyspyralis nigellus","Dyspyralis nigellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dyspyralis","Dyspyralis nigellus"
"Machimia tentoriferella","Machimia tentoriferella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Peleopodidae","Machimia","Machimia tentoriferella"
"Olethreutes nigranum","Olethreutes nigranum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes nigranum"
"Lithophane petulca","Lithophane petulca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane petulca"
"Apamea devastator","Apamea devastator","species","Ver-gris vitreux","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea devastator"
"Virbia laeta","Virbia laeta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Virbia","Virbia laeta"
"Celypha cespitana","Celypha cespitana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Celypha","Celypha cespitana"
"Pseudosciaphila duplex","Pseudosciaphila duplex","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pseudosciaphila","Pseudosciaphila duplex"
"Probole amicaria","Probole amicaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Probole","Probole amicaria"
"Icaricia saepiolus","Plebejus","subgenus","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Icaricia","Icaricia saepiolus"
"Argyresthia oreasella","Argyresthia oreasella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Argyresthiidae","Argyresthia","Argyresthia oreadella"
"Bellura obliqua","Bellura obliqua","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Bellura","Bellura obliqua"
"Acleris variana","Acleris variana","species","Tordeuse à tête noire de l'épinette","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variana"
"Zale aeruginosa","Zale aeruginosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zale","Zale aeruginosa"
"Peridea basitriens","Peridea basitriens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Peridea","Peridea basitriens"
"Dejongia lobidactylus","Dejongia lobidactylus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Dejongia","Dejongia lobidactylus"
"Pseudohermonassa bicarnea","Pseudohermonassa bicarnea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pseudohermonassa","Pseudohermonassa bicarnea"
"Perispasta caeculalis","Perispasta caeculalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Perispasta","Perispasta caeculalis"
"Lacanobia nevadae","Lacanobia nevadae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lacanobia","Lacanobia nevadae"
"Eulia ministrana","Eulia ministrana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eulia","Eulia ministrana"
"Loxostege cereralis","Loxostege cereralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Loxostege","Loxostege cereralis"
"Clepsis spectrana","Clepsis spectrana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis spectrana"
"Zeiraphera canadensis","Zeiraphera canadensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zeiraphera","Zeiraphera canadensis"
"Syngrapha viridisigma","Syngrapha viridisigma","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Syngrapha","Syngrapha viridisigma"
"Phigalia titea","Phigalia titea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Phigalia","Phigalia titea"
"Parapoynx badiusalis","Parapoynx badiusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Parapoynx","Parapoynx badiusalis"
"Condylolomia participialis","Condylolomia participialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Condylolomia","Condylolomia participialis"
"Chlorochlamys chloroleucaria","Chlorochlamys chloroleucaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chlorochlamys","Chlorochlamys chloroleucaria"
"Pandemis canadana","Pandemis canadana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pandemis","Pandemis canadana"
"Notocelia culminana","Notocelia culminana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Notocelia","Notocelia culminana"
"Plemyria georgii","Plemyria georgii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Plemyria","Plemyria georgii"
"Spargaloma sexpunctata","Spargaloma sexpunctata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spargaloma","Spargaloma sexpunctata"
"Evergestis pallidata","Evergestis pallidata","species","Evergète des bois","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Evergestis","Evergestis pallidata"
"Phycitodes reliquellum","Phycitodes albatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitodes","Phycitodes albatella"
"Palpita arsaltealis","Palpita arsaltealis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Palpita","Palpita arsaltealis"
"Crambus lyonsellus","Crambus lyonsellus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambus","Crambus lyonsellus"
"Cydia pomonella","Cydia pomonella","species","Carpocapse des pommes et des poires","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia pomonella"
"Ypsolopha canariella","Ypsolopha canariella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha canariella"
"Apamea lignicolora","Apamea lignicolora","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea lignicolora"
"Alsophila pometaria","Alsophila pometaria","species","Arpenteuse d'automne","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Alsophila","Alsophila pometaria"
"Polites peckius","Polites peckius","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Polites","Polites peckius"
"Catocala sordida","Catocala sordida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catocala","Catocala sordida"
"Sicya macularia","Sicya macularia","species","Arpenteuse biépineuse","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Sicya","Sicya macularia"
"Apoda biguttata","Apoda biguttata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Apoda","Apoda biguttata"
"Idia concisa","Idia aemula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Idia","Idia aemula"
"Feralia major","Feralia major","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Feralia","Feralia major"
"Acronicta tristis","Acronicta tristis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta tristis"
"Zanclognatha theralis","Zanclognatha theralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zanclognatha","Zanclognatha theralis"
"Hypsopygia costalis","Hypsopygia costalis","species","Pyrale du fourrage","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Hypsopygia","Hypsopygia costalis"
"Lapara bombycoides","Lapara bombycoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Lapara","Lapara bombycoides"
"Orthodes detracta","Orthodes detracta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Orthodes","Orthodes detracta"
"Anagrapha falcifera","Anagrapha falcifera","species","Autographe du céleri","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anagrapha","Anagrapha falcifera"
"Sympistis dentata","Sympistis dentata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Sympistis","Sympistis dentata"
"Anacampsis niveopulvella","Anacampsis niveopulvella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsis","Anacampsis niveopulvella"
"Argyrotaenia alisellana","Argyrotaenia alisellana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyrotaenia","Argyrotaenia alisellana"
"Coleophora trifolii","Coleophora trifolii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora trifolii"
"Oeneis jutta","Oeneis jutta","species","Nordique des tourbières","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Oeneis","Oeneis jutta"
"Elophila ekthlipsis","Elophila","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Elophila","Elophila ekthlipsis"
"Lithophane unimoda","Lithophane unimoda","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane unimoda"
"Metanema inatomaria","Metanema inatomaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Metanema","Metanema inatomaria"
"Euchlaena tigrinaria","Euchlaena tigrinaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Euchlaena","Euchlaena tigrinaria"
"Semioscopis megamicrella","Semioscopis megamicrella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Semioscopis","Semioscopis megamicrella"
"Anavitrinella pampinaria","Anavitrinella pampinaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Anavitrinella","Anavitrinella pampinaria"
"Lithomoia germana","Lithomoia germana","species","Lithomoia germana","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylena","Lithomoia germana"
"Papaipema impecuniosa","Papaipema impecuniosa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema impecuniosa"
"Diachrysia balluca","Diachrysia balluca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diachrysia","Diachrysia balluca"
"Darapsa myron","Darapsa myron","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Darapsa","Darapsa myron"
"Epiblema scudderiana","Epiblema scudderiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epiblema","Epiblema scudderiana"
"Epinotia solandriana","Epinotia solandriana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epinotia","Epinotia solandriana"
"Archips strianus","Archips striana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips","Archips strianus"
"Dichrorampha acuminatana","Dichrorampha acuminatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Dichrorampha","Dichrorampha acuminatana"
"Tolype laricis","Tolype laricis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Tolype","Tolype laricis"
"Ortholepis pasadamia","Ortholepis pasadamia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ortholepis","Ortholepis pasadamia"
"Carterocephalus mandan","Carterocephalus","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carterocephalus","Carterocephalus mandan"
"Acleris macdunnoughi","Acleris macdunnoughi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris macdunnoughi"
"Cucullia convexipennis","Cucullia convexipennis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","Cucullia convexipennis"
"Acleris pulverosana","Acleris hastiana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris hastiana"
"Euclea delphinii","Euclea delphinii","species","Limacode épineuse","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Euclea","Euclea delphinii"
"Leuconycta lepidula","Leuconycta lepidula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leuconycta","Leuconycta lepidula"
"Xestia smithii","Xestia smithii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xestia","Xestia smithii"
"Macrosaccus robiniella","Macrosaccus robiniella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Macrosaccus","Macrosaccus robiniella"
"Eusarca confusaria","Eusarca confusaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eusarca","Eusarca confusaria"
"Holcocera immaculella","Holcocerina immaculella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Blastobasidae","Holcocerina","Holcocerina immaculella"
"Hypagyrtis piniata","Hypagyrtis piniata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypagyrtis","Hypagyrtis piniata"
"Manduca quinquemaculatus","Manduca quinquemaculatus","species","Sphinx des tomates","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Manduca","Manduca quinquemaculatus"
"Pero ancetaria","Pero ancetaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pero","Pero ancetaria"
"Haploa confusa","Haploa confusa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Haploa","Haploa confusa"
"Thera contractata","Thera contractata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Thera","Thera contractata"
"Elophila gyralis","Elophila gyralis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Elophila","Elophila gyralis"
"Actebia fennica","Actebia fennica","species","Légionnaire noire","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Actebia","Actebia fennica"
"Sparganothis xanthoides","Sparganothis xanthoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sparganothis","Sparganothis xanthoides"
"Lithophane bethunei","Lithophane bethunei","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lithophane","Lithophane bethunei"
"Moodna ostrinella","Moodna ostrinella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Moodna","Moodna ostrinella"
"Diachrysia aereoides","Diachrysia aereoides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Diachrysia","Diachrysia aereoides"
"Xanthia tatago","Xanthia tatago","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia tatago"
